Raw,Unigram,Bigram,Trigram
ARBenefitsfor Arkansas State and Public School Plan MembersProvided by the Employee Benefit Division of the [Arkansas] Department of Finance & Administration -- Note added 12/10/14 6:24,"[['ARBenefitsfor'], ['Arkansas'], ['State'], ['Public'], ['School'], ['Plan'], ['MembersProvided'], ['Employee'], ['Benefit'], ['Division'], ['Arkansas'], ['Department'], ['Finance'], ['Administration'], ['Note'], ['added'], ['121014'], ['624']]","[['ARBenefitsfor', 'Arkansas'], ['Arkansas', 'State'], ['State', 'Public'], ['Public', 'School'], ['School', 'Plan'], ['Plan', 'MembersProvided'], ['MembersProvided', 'Employee'], ['Employee', 'Benefit'], ['Benefit', 'Division'], ['Division', 'Arkansas'], ['Arkansas', 'Department'], ['Department', 'Finance'], ['Finance', 'Administration'], ['Administration', 'Note'], ['Note', 'added'], ['added', '121014'], ['121014', '624']]","[['ARBenefitsfor', 'Arkansas', 'State'], ['Arkansas', 'State', 'Public'], ['State', 'Public', 'School'], ['Public', 'School', 'Plan'], ['School', 'Plan', 'MembersProvided'], ['Plan', 'MembersProvided', 'Employee'], ['MembersProvided', 'Employee', 'Benefit'], ['Employee', 'Benefit', 'Division'], ['Benefit', 'Division', 'Arkansas'], ['Division', 'Arkansas', 'Department'], ['Arkansas', 'Department', 'Finance'], ['Department', 'Finance', 'Administration'], ['Finance', 'Administration', 'Note'], ['Administration', 'Note', 'added'], ['Note', 'added', '121014'], ['added', '121014', '624']]"
Arkansas Fire Protection Licensing Board -- Note added 6/12/13 18:10,"[['Arkansas'], ['Fire'], ['Protection'], ['Licensing'], ['Board'], ['Note'], ['added'], ['61213'], ['1810']]","[['Arkansas', 'Fire'], ['Fire', 'Protection'], ['Protection', 'Licensing'], ['Licensing', 'Board'], ['Board', 'Note'], ['Note', 'added'], ['added', '61213'], ['61213', '1810']]","[['Arkansas', 'Fire', 'Protection'], ['Fire', 'Protection', 'Licensing'], ['Protection', 'Licensing', 'Board'], ['Licensing', 'Board', 'Note'], ['Board', 'Note', 'added'], ['Note', 'added', '61213'], ['added', '61213', '1810']]"
Arkansas National Guard -- Note added 1/23/14 13:42,"[['Arkansas'], ['National'], ['Guard'], ['Note'], ['added'], ['12314'], ['1342']]","[['Arkansas', 'National'], ['National', 'Guard'], ['Guard', 'Note'], ['Note', 'added'], ['added', '12314'], ['12314', '1342']]","[['Arkansas', 'National', 'Guard'], ['National', 'Guard', 'Note'], ['Guard', 'Note', 'added'], ['Note', 'added', '12314'], ['added', '12314', '1342']]"
Travel and Tourism Site for Arizona -- Note added 6/6/13 19:16,"[['Travel'], ['Tourism'], ['Site'], ['Arizona'], ['Note'], ['added'], ['6613'], ['1916']]","[['Travel', 'Tourism'], ['Tourism', 'Site'], ['Site', 'Arizona'], ['Arizona', 'Note'], ['Note', 'added'], ['added', '6613'], ['6613', '1916']]","[['Travel', 'Tourism', 'Site'], ['Tourism', 'Site', 'Arizona'], ['Site', 'Arizona', 'Note'], ['Arizona', 'Note', 'added'], ['Note', 'added', '6613'], ['added', '6613', '1916']]"
Arizona lottery -- Note added 11/18/13 15:03,"[['Arizona'], ['lottery'], ['Note'], ['added'], ['111813'], ['1503']]","[['Arizona', 'lottery'], ['lottery', 'Note'], ['Note', 'added'], ['added', '111813'], ['111813', '1503']]","[['Arizona', 'lottery', 'Note'], ['lottery', 'Note', 'added'], ['Note', 'added', '111813'], ['added', '111813', '1503']]"
"Arizona's Workforce Connection!, a website of the Governor's Council on Workforce Policy developed to provide easy access to the workforce development system in Arizona. -- Note added 11/18/13 15:13","[['Arizonas'], ['Workforce'], ['Connection'], ['website'], ['Governors'], ['Council'], ['Workforce'], ['Policy'], ['developed'], ['provide'], ['easy'], ['access'], ['workforce'], ['development'], ['system'], ['Arizona'], ['Note'], ['added'], ['111813'], ['1513']]","[['Arizonas', 'Workforce'], ['Workforce', 'Connection'], ['Connection', 'website'], ['website', 'Governors'], ['Governors', 'Council'], ['Council', 'Workforce'], ['Workforce', 'Policy'], ['Policy', 'developed'], ['developed', 'provide'], ['provide', 'easy'], ['easy', 'access'], ['access', 'workforce'], ['workforce', 'development'], ['development', 'system'], ['system', 'Arizona'], ['Arizona', 'Note'], ['Note', 'added'], ['added', '111813'], ['111813', '1513']]","[['Arizonas', 'Workforce', 'Connection'], ['Workforce', 'Connection', 'website'], ['Connection', 'website', 'Governors'], ['website', 'Governors', 'Council'], ['Governors', 'Council', 'Workforce'], ['Council', 'Workforce', 'Policy'], ['Workforce', 'Policy', 'developed'], ['Policy', 'developed', 'provide'], ['developed', 'provide', 'easy'], ['provide', 'easy', 'access'], ['easy', 'access', 'workforce'], ['access', 'workforce', 'development'], ['workforce', 'development', 'system'], ['development', 'system', 'Arizona'], ['system', 'Arizona', 'Note'], ['Arizona', 'Note', 'added'], ['Note', 'added', '111813'], ['added', '111813', '1513']]"
"Arkansas History Commission, a division of the Arkansas Department of Parks and Tourism -- Note added 12/10/14 6:32","[['Arkansas'], ['History'], ['Commission'], ['division'], ['Arkansas'], ['Department'], ['Parks'], ['Tourism'], ['Note'], ['added'], ['121014'], ['632']]","[['Arkansas', 'History'], ['History', 'Commission'], ['Commission', 'division'], ['division', 'Arkansas'], ['Arkansas', 'Department'], ['Department', 'Parks'], ['Parks', 'Tourism'], ['Tourism', 'Note'], ['Note', 'added'], ['added', '121014'], ['121014', '632']]","[['Arkansas', 'History', 'Commission'], ['History', 'Commission', 'division'], ['Commission', 'division', 'Arkansas'], ['division', 'Arkansas', 'Department'], ['Arkansas', 'Department', 'Parks'], ['Department', 'Parks', 'Tourism'], ['Parks', 'Tourism', 'Note'], ['Tourism', 'Note', 'added'], ['Note', 'added', '121014'], ['added', '121014', '632']]"
Travel and Tourism Site for Arkansas -- Note added 6/6/13 19:23,"[['Travel'], ['Tourism'], ['Site'], ['Arkansas'], ['Note'], ['added'], ['6613'], ['1923']]","[['Travel', 'Tourism'], ['Tourism', 'Site'], ['Site', 'Arkansas'], ['Arkansas', 'Note'], ['Note', 'added'], ['added', '6613'], ['6613', '1923']]","[['Travel', 'Tourism', 'Site'], ['Tourism', 'Site', 'Arkansas'], ['Site', 'Arkansas', 'Note'], ['Arkansas', 'Note', 'added'], ['Note', 'added', '6613'], ['added', '6613', '1923']]"
Arkansas Children's Trust Fund -- Note added 7/17/13 16:07,"[['Arkansas'], ['Childrens'], ['Trust'], ['Fund'], ['Note'], ['added'], ['71713'], ['1607']]","[['Arkansas', 'Childrens'], ['Childrens', 'Trust'], ['Trust', 'Fund'], ['Fund', 'Note'], ['Note', 'added'], ['added', '71713'], ['71713', '1607']]","[['Arkansas', 'Childrens', 'Trust'], ['Childrens', 'Trust', 'Fund'], ['Trust', 'Fund', 'Note'], ['Fund', 'Note', 'added'], ['Note', 'added', '71713'], ['added', '71713', '1607']]"
Arkansas Department of Education -- Note added 12/10/14 6:56,"[['Arkansas'], ['Department'], ['Education'], ['Note'], ['added'], ['121014'], ['656']]","[['Arkansas', 'Department'], ['Department', 'Education'], ['Education', 'Note'], ['Note', 'added'], ['added', '121014'], ['121014', '656']]","[['Arkansas', 'Department', 'Education'], ['Department', 'Education', 'Note'], ['Education', 'Note', 'added'], ['Note', 'added', '121014'], ['added', '121014', '656']]"
Arkansas Economic Development Coorporation (AEDC) -- Note added 1/24/14 14:36,"[['Arkansas'], ['Economic'], ['Development'], ['Coorporation'], ['AEDC'], ['Note'], ['added'], ['12414'], ['1436']]","[['Arkansas', 'Economic'], ['Economic', 'Development'], ['Development', 'Coorporation'], ['Coorporation', 'AEDC'], ['AEDC', 'Note'], ['Note', 'added'], ['added', '12414'], ['12414', '1436']]","[['Arkansas', 'Economic', 'Development'], ['Economic', 'Development', 'Coorporation'], ['Development', 'Coorporation', 'AEDC'], ['Coorporation', 'AEDC', 'Note'], ['AEDC', 'Note', 'added'], ['Note', 'added', '12414'], ['added', '12414', '1436']]"
Arkansas Ethics Commission -- Note added 7/17/13 16:13,"[['Arkansas'], ['Ethics'], ['Commission'], ['Note'], ['added'], ['71713'], ['1613']]","[['Arkansas', 'Ethics'], ['Ethics', 'Commission'], ['Commission', 'Note'], ['Note', 'added'], ['added', '71713'], ['71713', '1613']]","[['Arkansas', 'Ethics', 'Commission'], ['Ethics', 'Commission', 'Note'], ['Commission', 'Note', 'added'], ['Note', 'added', '71713'], ['added', '71713', '1613']]"
"ARKids First health insurance, Arkansas Department of Human Services -- Note added 1/10/14 19:17","[['ARKids'], ['First'], ['health'], ['insurance'], ['Arkansas'], ['Department'], ['Human'], ['Services'], ['Note'], ['added'], ['11014'], ['1917']]","[['ARKids', 'First'], ['First', 'health'], ['health', 'insurance'], ['insurance', 'Arkansas'], ['Arkansas', 'Department'], ['Department', 'Human'], ['Human', 'Services'], ['Services', 'Note'], ['Note', 'added'], ['added', '11014'], ['11014', '1917']]","[['ARKids', 'First', 'health'], ['First', 'health', 'insurance'], ['health', 'insurance', 'Arkansas'], ['insurance', 'Arkansas', 'Department'], ['Arkansas', 'Department', 'Human'], ['Department', 'Human', 'Services'], ['Human', 'Services', 'Note'], ['Services', 'Note', 'added'], ['Note', 'added', '11014'], ['added', '11014', '1917']]"
Arkansas Livestock and Poultry Commission -- Note added 7/17/13 16:14,"[['Arkansas'], ['Livestock'], ['Poultry'], ['Commission'], ['Note'], ['added'], ['71713'], ['1614']]","[['Arkansas', 'Livestock'], ['Livestock', 'Poultry'], ['Poultry', 'Commission'], ['Commission', 'Note'], ['Note', 'added'], ['added', '71713'], ['71713', '1614']]","[['Arkansas', 'Livestock', 'Poultry'], ['Livestock', 'Poultry', 'Commission'], ['Poultry', 'Commission', 'Note'], ['Commission', 'Note', 'added'], ['Note', 'added', '71713'], ['added', '71713', '1614']]"
Arkansas State Medical Board -- Note added 7/17/13 17:16,"[['Arkansas'], ['State'], ['Medical'], ['Board'], ['Note'], ['added'], ['71713'], ['1716']]","[['Arkansas', 'State'], ['State', 'Medical'], ['Medical', 'Board'], ['Board', 'Note'], ['Note', 'added'], ['added', '71713'], ['71713', '1716']]","[['Arkansas', 'State', 'Medical'], ['State', 'Medical', 'Board'], ['Medical', 'Board', 'Note'], ['Board', 'Note', 'added'], ['Note', 'added', '71713'], ['added', '71713', '1716']]"
Arkansas State Board of Optometry -- Note added 11/18/13 15:44,"[['Arkansas'], ['State'], ['Board'], ['Optometry'], ['Note'], ['added'], ['111813'], ['1544']]","[['Arkansas', 'State'], ['State', 'Board'], ['Board', 'Optometry'], ['Optometry', 'Note'], ['Note', 'added'], ['added', '111813'], ['111813', '1544']]","[['Arkansas', 'State', 'Board'], ['State', 'Board', 'Optometry'], ['Board', 'Optometry', 'Note'], ['Optometry', 'Note', 'added'], ['Note', 'added', '111813'], ['added', '111813', '1544']]"
Arkansas State Board of Physical Therapy -- Note added 11/18/13 15:45,"[['Arkansas'], ['State'], ['Board'], ['Physical'], ['Therapy'], ['Note'], ['added'], ['111813'], ['1545']]","[['Arkansas', 'State'], ['State', 'Board'], ['Board', 'Physical'], ['Physical', 'Therapy'], ['Therapy', 'Note'], ['Note', 'added'], ['added', '111813'], ['111813', '1545']]","[['Arkansas', 'State', 'Board'], ['State', 'Board', 'Physical'], ['Board', 'Physical', 'Therapy'], ['Physical', 'Therapy', 'Note'], ['Therapy', 'Note', 'added'], ['Note', 'added', '111813'], ['added', '111813', '1545']]"
Arkansas State Board of Collection Agencies -- Note added 11/18/13 15:45,"[['Arkansas'], ['State'], ['Board'], ['Collection'], ['Agencies'], ['Note'], ['added'], ['111813'], ['1545']]","[['Arkansas', 'State'], ['State', 'Board'], ['Board', 'Collection'], ['Collection', 'Agencies'], ['Agencies', 'Note'], ['Note', 'added'], ['added', '111813'], ['111813', '1545']]","[['Arkansas', 'State', 'Board'], ['State', 'Board', 'Collection'], ['Board', 'Collection', 'Agencies'], ['Collection', 'Agencies', 'Note'], ['Agencies', 'Note', 'added'], ['Note', 'added', '111813'], ['added', '111813', '1545']]"
"Alabama State Port Authority, Mobile, AL -- Note added 6/12/13 17:16","[['Alabama'], ['State'], ['Port'], ['Authority'], ['Mobile'], ['AL'], ['Note'], ['added'], ['61213'], ['1716']]","[['Alabama', 'State'], ['State', 'Port'], ['Port', 'Authority'], ['Authority', 'Mobile'], ['Mobile', 'AL'], ['AL', 'Note'], ['Note', 'added'], ['added', '61213'], ['61213', '1716']]","[['Alabama', 'State', 'Port'], ['State', 'Port', 'Authority'], ['Port', 'Authority', 'Mobile'], ['Authority', 'Mobile', 'AL'], ['Mobile', 'AL', 'Note'], ['AL', 'Note', 'added'], ['Note', 'added', '61213'], ['added', '61213', '1716']]"
American Samoa Territorial Energy Office -- Note added 6/7/13 14:55,"[['American'], ['Samoa'], ['Territorial'], ['Energy'], ['Office'], ['Note'], ['added'], ['6713'], ['1455']]","[['American', 'Samoa'], ['Samoa', 'Territorial'], ['Territorial', 'Energy'], ['Energy', 'Office'], ['Office', 'Note'], ['Note', 'added'], ['added', '6713'], ['6713', '1455']]","[['American', 'Samoa', 'Territorial'], ['Samoa', 'Territorial', 'Energy'], ['Territorial', 'Energy', 'Office'], ['Energy', 'Office', 'Note'], ['Office', 'Note', 'added'], ['Note', 'added', '6713'], ['added', '6713', '1455']]"
New York State Public Service Commission’s Consumer Web Site -- Note added 1/10/14 19:17,"[['New'], ['York'], ['State'], ['Public'], ['Service'], ['Commission’s'], ['Consumer'], ['Web'], ['Site'], ['Note'], ['added'], ['11014'], ['1917']]","[['New', 'York'], ['York', 'State'], ['State', 'Public'], ['Public', 'Service'], ['Service', 'Commission’s'], ['Commission’s', 'Consumer'], ['Consumer', 'Web'], ['Web', 'Site'], ['Site', 'Note'], ['Note', 'added'], ['added', '11014'], ['11014', '1917']]","[['New', 'York', 'State'], ['York', 'State', 'Public'], ['State', 'Public', 'Service'], ['Public', 'Service', 'Commission’s'], ['Service', 'Commission’s', 'Consumer'], ['Commission’s', 'Consumer', 'Web'], ['Consumer', 'Web', 'Site'], ['Web', 'Site', 'Note'], ['Site', 'Note', 'added'], ['Note', 'added', '11014'], ['added', '11014', '1917']]"
"California State Assembly Democratic Caucus, State of California -- Note added 6/6/13 18:08","[['California'], ['State'], ['Assembly'], ['Democratic'], ['Caucus'], ['State'], ['California'], ['Note'], ['added'], ['6613'], ['1808']]","[['California', 'State'], ['State', 'Assembly'], ['Assembly', 'Democratic'], ['Democratic', 'Caucus'], ['Caucus', 'State'], ['State', 'California'], ['California', 'Note'], ['Note', 'added'], ['added', '6613'], ['6613', '1808']]","[['California', 'State', 'Assembly'], ['State', 'Assembly', 'Democratic'], ['Assembly', 'Democratic', 'Caucus'], ['Democratic', 'Caucus', 'State'], ['Caucus', 'State', 'California'], ['State', 'California', 'Note'], ['California', 'Note', 'added'], ['Note', 'added', '6613'], ['added', '6613', '1808']]"
Assistive Technology Loan Fund Authority. The authority offers low interest loans for a variety of special equipment to eligible applicants. See the establishing law at http://law.lis.virginia.gov/authorities/assistive-technology-loan-fund-authority-atlfa  -- Note added 7/23/14 15:46,"[['Assistive'], ['Technology'], ['Loan'], ['Fund'], ['Authority'], ['authority'], ['offers'], ['low'], ['interest'], ['loans'], ['variety'], ['special'], ['equipment'], ['eligible'], ['applicants'], ['See'], ['establishing'], ['law'], ['httplawlisvirginiagovauthoritiesassistivetechnologyloanfundauthorityatlfa'], ['Note'], ['added'], ['72314'], ['1546']]","[['Assistive', 'Technology'], ['Technology', 'Loan'], ['Loan', 'Fund'], ['Fund', 'Authority'], ['Authority', 'authority'], ['authority', 'offers'], ['offers', 'low'], ['low', 'interest'], ['interest', 'loans'], ['loans', 'variety'], ['variety', 'special'], ['special', 'equipment'], ['equipment', 'eligible'], ['eligible', 'applicants'], ['applicants', 'See'], ['See', 'establishing'], ['establishing', 'law'], ['law', 'httplawlisvirginiagovauthoritiesassistivetechnologyloanfundauthorityatlfa'], ['httplawlisvirginiagovauthoritiesassistivetechnologyloanfundauthorityatlfa', 'Note'], ['Note', 'added'], ['added', '72314'], ['72314', '1546']]","[['Assistive', 'Technology', 'Loan'], ['Technology', 'Loan', 'Fund'], ['Loan', 'Fund', 'Authority'], ['Fund', 'Authority', 'authority'], ['Authority', 'authority', 'offers'], ['authority', 'offers', 'low'], ['offers', 'low', 'interest'], ['low', 'interest', 'loans'], ['interest', 'loans', 'variety'], ['loans', 'variety', 'special'], ['variety', 'special', 'equipment'], ['special', 'equipment', 'eligible'], ['equipment', 'eligible', 'applicants'], ['eligible', 'applicants', 'See'], ['applicants', 'See', 'establishing'], ['See', 'establishing', 'law'], ['establishing', 'law', 'httplawlisvirginiagovauthoritiesassistivetechnologyloanfundauthorityatlfa'], ['law', 'httplawlisvirginiagovauthoritiesassistivetechnologyloanfundauthorityatlfa', 'Note'], ['httplawlisvirginiagovauthoritiesassistivetechnologyloanfundauthorityatlfa', 'Note', 'added'], ['Note', 'added', '72314'], ['added', '72314', '1546']]"
Arizona Board of Behavioral Health Examiners -- Note added 12/11/13 13:50,"[['Arizona'], ['Board'], ['Behavioral'], ['Health'], ['Examiners'], ['Note'], ['added'], ['121113'], ['1350']]","[['Arizona', 'Board'], ['Board', 'Behavioral'], ['Behavioral', 'Health'], ['Health', 'Examiners'], ['Examiners', 'Note'], ['Note', 'added'], ['added', '121113'], ['121113', '1350']]","[['Arizona', 'Board', 'Behavioral'], ['Board', 'Behavioral', 'Health'], ['Behavioral', 'Health', 'Examiners'], ['Health', 'Examiners', 'Note'], ['Examiners', 'Note', 'added'], ['Note', 'added', '121113'], ['added', '121113', '1350']]"
Arizona Commerce Authority -- Note added 12/11/13 13:50,"[['Arizona'], ['Commerce'], ['Authority'], ['Note'], ['added'], ['121113'], ['1350']]","[['Arizona', 'Commerce'], ['Commerce', 'Authority'], ['Authority', 'Note'], ['Note', 'added'], ['added', '121113'], ['121113', '1350']]","[['Arizona', 'Commerce', 'Authority'], ['Commerce', 'Authority', 'Note'], ['Authority', 'Note', 'added'], ['Note', 'added', '121113'], ['added', '121113', '1350']]"
